,date,sentiment_score,content,source
50926,2019-07-18,0.988701, 云财经讯，7月17日，ITU-R WP5D#32会议在巴西布济乌斯结束。来自全球政府主管部门、电信制造及运营企业、研究机构共约180名代表参加了本次会议。中国代表团主要由中国信息通信研究院、华为、中兴、中国信科、中国移动、中国电信、中国联通等单位构成。本次会议我国完成了IMT-2020（5G）候选技术方案的完整提交，获得了ITU关于5G候选技术方案的正式接收确认函。,yuncaijing
91232,2019-07-18,0.991523,【中国完成面向国际电信联盟的5G候选技术方案提交】7月17日，ITU-R WP5D#32会议在巴西布济乌斯结束。来自全球政府主管部门、电信制造及运营企业、研究机构共约180名代表参加了本次会议。中国代表团主要由中国信息通信研究院、华为、中兴、中国信科、中国移动、中国电信、中国联通等单位构成。本次会议我国完成了IMT-2020（5G）候选技术方案的完整提交，获得了ITU关于5G候选技术方案的正式接收确认函。,sina
60159,2019-07-18,0.985089,【中国完成面向国际电信联盟的5G候选技术方案提交】2019年7月17日，ITU-R WP5D#32会议在巴西布济乌斯结束。来自全球政府主管部门、电信制造及运营企业、研究机构共约180名代表参加了本次会议。中国代表团主要由中国信息通信研究院、华为、中兴、中国信科、中国移动、中国电信、中国联通等单位构成。本次会议我国完成了IMT-2020(5G)候选技术方案的完整提交，获得了ITU关于5G候选技术方案的正式接收确认函。（C114通信网）,eastmoney
29052,2019-07-19,0.420871,"中国联通公告，2019年6月份，移动出账用户累计到达32,435.3万户，本月净增数2.4万户；其中4G用户累计到达23,893.9万户，4G用户6月净增数303.1万户。",10jqka
91568,2019-07-19,0.388927,【中国联通：6月份4G用户净增303.1万户】中国联通(600050)7月19日晚披露，6月份，公司4G用户净增303.1万户，累计数达2.39亿户；固网宽带用户当月净增24.6万户，用户累计达8341.3万户。,sina
91984,2019-07-20,0.966401,【中国联通与宝马集团合作 首个5G车联网项目进入实质阶段】记者自中国联通获悉，7月19日，宝马集团在北京举行2019中国创新日，中国联通副总经理梁宝俊与宝马集团等合作方代表围绕5G背景下的未来出行进行了展望以及合作探讨，此前，中国联通与宝马签订《宝马互联驾驶下一代移动通信业务合作协议》，双方确认首个5G车联网项目进入实质阶段。未来，双方将利用云联网、5G、网络切片、边缘计算在智慧交通、智慧出行等方案方面进行深入探讨，整合双方优势力量推进合作更加深入。（中证网）,sina
60683,2019-07-20,0.970069,【中国联通与宝马集团合作 首个5G车联网项目进入实质阶段】记者自中国联通获悉，7月19日，宝马集团在北京举行2019中国创新日，中国联通副总经理梁宝俊与宝马集团等合作方代表围绕5G背景下的未来出行进行了展望以及合作探讨，此前，中国联通与宝马签订《宝马互联驾驶下一代移动通信业务合作协议》，双方确认首个5G车联网项目进入实质阶段。未来，双方将利用云联网、5G、网络切片、边缘计算在智慧交通、智慧出行、智慧工厂等方案方面进行深入探讨，整合双方优势力量推进合作更加深入。（中证网）,eastmoney
51440,2019-07-20,0.970369,云财经讯，宝马集团7月19日在北京举行2019中国创新日，中国联通副总经理梁宝俊与宝马集团等合作方代表围绕5G背景下的未来出行进行了展望以及合作探讨，此前，中国联通与宝马签订《宝马互联驾驶下一代移动通信业务合作协议》，双方确认首个5G车联网项目进入实质阶段。未来，双方将利用云联网、5G、网络切片、边缘计算在智慧交通、智慧出行等方案方面进行深入探讨，整合双方优势力量推进合作更加深入。（中证网）,yuncaijing
51645,2019-07-22,0.9728,云财经讯，近日，中国联通智能城市研究院在雄安新区揭牌。该研究院将按照联通全方位参与雄安新区数字智能城市规划建设的定位与目标，以5G+AI赋能新区智能城市建设，推动新技术、新应用在雄安新区先行示范。（河北日报）,yuncaijing
29448,2019-07-22,0.791031,恒实科技公告，公司控股子公司辽宁邮电近期参与了中国联通北京市分公司2019-2021年综合接入项目的公开招投标。工信部通信工程建设项目招标投标管理信息平台于近日发布了中标候选人公示，辽宁邮电为上述招标项目中3个标包的第一中标候选人，拟中...,10jqka
92333,2019-07-22,0.957855,【恒实科技：子公司预中标1.44亿元中国联通招标项目】恒实科技7月22日晚公告，公司控股子公司辽宁邮电近期参与了中国联通北京市分公司2019-2021年综合接入（大客户、传送网、宽带接入、WLAN、移动基站配套）项目的公开招投标。工信部通信工程建设项目招标投标管理信息平台于近日发布了中标候选人公示，辽宁邮电为上述招标项目中3个标包的第一中标候选人，拟中标金额约为1.44亿元（不含税）。,sina
51650,2019-07-22,0.944012,云财经讯，恒实科技公告，公司控股子公司辽宁邮电近期参与了中国联通北京市分公司2019-2021年综合接入（大客户、传送网、宽带接入、WLAN、移动基站配套）项目的公开招投标。工信部通信工程建设项目招标投标管理信息平台于近日发布了中标候选人公示，辽宁邮电为上述招标项目中3个标包的第一中标候选人，拟中标金额约为1.44亿元（不含税）。,yuncaijing
92327,2019-07-22,0.975143,【中国联通智能城市研究院在河北雄安新区揭牌】近日，中国联通智能城市研究院在雄安新区揭牌。该研究院将按照联通全方位参与雄安新区数字智能城市规划建设的定位与目标，以5G+AI赋能新区智能城市建设，推动新技术、新应用在雄安新区先行示范。（河北日报）,sina
51652,2019-07-22,0.77169,云财经讯，恒实科技：预中标中国联通北京市分公司2019-2021年综合接入项目，拟中标金额约为1.44亿元,yuncaijing
60994,2019-07-22,0.936098,【恒实科技：子公司预中标1.44亿元中国联通招标项目】恒实科技(300513)7月22日晚公告，公司控股子公司辽宁邮电近期参与了中国联通北京市分公司2019-2021年综合接入(大客户、传送网、宽带接入、WLAN、移动基站配套)项目的公开招投标。工信部通信工程建设项目招标投标管理信息平台于近日发布了中标候选人公示，辽宁邮电为上述招标项目中3个标包的第一中标候选人，拟中标金额约为1.44亿元(不含税)。（证券时报网）,eastmoney
29792,2019-07-23,0.932048,中国联通与中国旅游集团在北京签署战略合作协议。双方表示，将建立长期、全面的战略伙伴关系，在通信服务、信息化平台建设、资源共享等领域开展合作，并共同探索物联网、大数据、人工智能、5G等技术在文化旅游领域的创新应用。,10jqka
29814,2019-07-23,0.910123,7月23日上午，中国联通与中国旅游集团在北京签署战略合作协议。双方将在通信服务、信息化平台建设、资源共享等领域开展合作，并共同探索物联网、大数据、人工智能、5G等技术在文化旅游领域的创新应用。双方期待通过本次合作，助力中国旅游集团的...,10jqka
51929,2019-07-23,0.911262,云财经讯，凯乐科技：公司全资子公司深圳凡卓和上海凡卓分别为“联通物联网有限责任公司2019年公网数字对讲终端供应商公开招募目”和“中国联通公网数字对讲平台合作招募项目”合格供应商中选人,yuncaijing
30289,2019-07-24,0.933899,空铁WIFI板块异动拉升，辉煌科技直线涨停，佳都科技涨超3%，海特高新、精准信息、中国联通、三六零等跟涨。,10jqka
94407,2019-07-26,0.0317556,【三大运营商提速降费成绩单：流量资费下降超90%】提速降费用户面对面活动在北京举行，工信部相关负责人主持。三大运营商公布提速降费成绩单，自2015年以来，中国移动累计让利2026亿元，其中手机上网流量单价下降91.5%；中国联通移动网络流量平均资费下降90%以上；中国电信流量平均单价下降93%，至0.008元/MB。,sina
62704,2019-07-27,0.0621075,【工信部组织召开“提速降费”用户面对面座谈会】7月26日，工业和信息化部组织召开“提速降费”用户面对面座谈会，结合“不忘初心、牢记使命”主题教育，进一步部署落实政府工作报告提出的提速降费要求。中国电信、中国移动、中国联通相关负责人介绍了提速降费取得的成果，同时，面对面倾听15名用户代表的意见建议，着力找差距、抓落实，将重点针对用户实际需求，研究提出解决问题、改进工作的实招、硬招。（人民邮电报）,eastmoney
53577,2019-07-28,0.525039,云财经讯，近日，在回应网友关于何时给5G办卡的问题是，中国联通官微表示：“目前，5G业务尚未对公众客户开放办理，用户可申请加入中国联通5G先锋体验计划。中国联通线上线下渠道已开始接受5G手机购买预约，老用户不换卡不换号，5G手机插入联通卡，在5G覆盖区域即可先行体验5G业务，5G相关业务政策正在研究中。”,yuncaijing
62864,2019-07-28,0.2523,【中国联通回应5G入网问题：尚未对公众客户开放】近日，在回应网友关于何时给5G办卡的问题是，中国联通官微表示：“目前，5G业务尚未对公众客户开放办理，用户可申请加入中国联通5G先锋体验计划。中国联通线上线下渠道已开始接受5G手机购买预约，老用户不换卡不换号，5G手机插入联通卡，在5G覆盖区域即可先行体验5G业务，5G相关业务政策正在研究中。”,eastmoney
62851,2019-07-28,0.801862,【中国联通混改后首次党代会召开：王晓初当选为党委书记】7月25日至26日，中国共产党中国联合网络通信股份有限公司(600050，中国联通)/中国联合网络通信有限公司第一次代表大会在北京召开。来自中国联通全系统各个工作岗位的193名代表齐聚一堂，代表13.8万名共产党员履行职责和使命。中国联通集团公司党组全体成员作为代表出席会议。中央组织部、国资委相关领导出席会议并进行指导。（澎湃新闻）,eastmoney
94978,2019-07-28,0.159143,【工信部组织召开提速降费用户面对面座谈会 中国移动：下一步精准降费】自2015年以来，中国移动累计让利2026亿元，其中手机流量资费单价下降91.5%。中国联通方面，移动网络流量平均资费下降九成以上；中国电信流量平均单价下降93%，至0.008元/MB。中国移动市场部副总经理首建国：下一步精准降费，真正对一些有消费需求但是消费能力上不来的贫困人群、老年人、残疾人、中小企业这些方面多降一点，它不是普惠制的。（央广）,sina
94953,2019-07-28,0.2523,【中国联通回应5G入网问题：尚未对公众客户开放】近日，在回应网友关于何时给5G办卡的问题是，中国联通官微表示：“目前，5G业务尚未对公众客户开放办理，用户可申请加入中国联通5G先锋体验计划。中国联通线上线下渠道已开始接受5G手机购买预约，老用户不换卡不换号，5G手机插入联通卡，在5G覆盖区域即可先行体验5G业务，5G相关业务政策正在研究中。”,sina
94925,2019-07-28,0.978267,【中国联通混改后首次党代会召开：王晓初当选为党委书记】7月25日至26日，中国共产党中国联合网络通信股份有限公司/中国联合网络通信有限公司第一次代表大会在北京召开。据联通方面发布的信息，大会选举产生了中国共产党中国联合网络通信股份有限公司/中国联合网络通信有限公司第一届委员会和纪律检查委员会，王晓初等9名同志当选为第一届党委会委员，张连如等5名同志当选为纪律检查委员会委员。大会闭幕后，中国共产党中国联合网络通信股份有限公司/中国联合网络通信有限公司第一届委员会和第一届纪律检查委员会分别召开会议，王晓初当选为党委书记，李国华、李福申当选为党委副书记，张连如、于立国分别当选为纪委书记、副书记。,sina
53587,2019-07-28,0.289172,云财经讯，自2015年以来，中国移动累计让利2026亿元，其中手机流量资费单价下降91.5%。中国联通方面，移动网络流量平均资费下降九成以上；中国电信流量平均单价下降93%，至0.008元/MB。中国移动市场部副总经理首建国：下一步精准降费，真正对一些有消费需求但是消费能力上不来的贫困人群、老年人、残疾人、中小企业这些方面多降一点，它不是普惠制的。（央广）,yuncaijing
95312,2019-07-29,0.956676,【中国联通携手合作伙伴，完成公路隧道5G试点部署及试验验证】7月25日，中国联通携手中兴通讯、亨鑫科技、京信通信在宜兴阳灵公路隧道完成公路隧道5G试点部署和试验验证。隧道场景是移动通信网络部署中的重要场景，主要包括公路隧道、铁路隧道、地铁隧道等。由于其结构封闭并且高度、宽度、洞体材料及车体穿透损耗等方面存在巨大的差异，所以隧道场景覆盖就成为了移动通信网络覆盖的难点。（c114）,sina
63089,2019-07-29,0.949971,【中国联通携手合作伙伴 完成公路隧道5G试点部署及试验验证】7月25日，中国联通携手中兴通讯、亨鑫科技、京信通信在宜兴阳灵公路隧道完成公路隧道5G试点部署和试验验证。隧道场景是移动通信网络部署中的重要场景，主要包括公路隧道、铁路隧道、地铁隧道等。由于其结构封闭并且高度、宽度、洞体材料及车体穿透损耗等方面存在巨大的差异，所以隧道场景覆盖就成为了移动通信网络覆盖的难点。(c114),eastmoney
31309,2019-07-29,0.942045,记者从中国联通获悉，日前，中国联通携手中兴通讯、亨鑫科技、京信通信在江苏宜兴阳灵公路隧道完成公路隧道5G试点部署和试验验证。 ,10jqka
95264,2019-07-29,0.964537,【中国联通：完成公路隧道5G试点部署和试验验证】从中国联通获悉，日前，中国联通携手中兴通讯、亨鑫科技、京信通信在江苏宜兴阳灵公路隧道完成公路隧道5G试点部署和试验验证。,sina
53798,2019-07-29,0.957046,云财经讯，7月25日，中国联通携手中兴通讯、亨鑫科技、京信通信在宜兴阳灵公路隧道完成公路隧道5G试点部署和试验验证。隧道场景是移动通信网络部署中的重要场景，主要包括公路隧道、铁路隧道、地铁隧道等。由于其结构封闭并且高度、宽度、洞体材料及车体穿透损耗等方面存在巨大的差异，所以隧道场景覆盖就成为了移动通信网络覆盖的难点。（c114）,yuncaijing
31709,2019-07-30,0.097931,据工信部网站30日消息，7月26日，工业和信息化部组织召开“提速降费”用户面对面座谈会，结合“不忘初心、牢记使命”主题教育，进一步部署落实政府工作报告提出的提速降费要求。中国电信、中国移动、中国联通相关负责人介绍了提速降费取得的成果...,10jqka
31702,2019-07-30,0.939026,据媒体报道，中国联通自主品牌5G数据终端“先锋者1号”第一批产品正式发货。这也标志着“先锋者1号”已经具备批量供货的条件，先锋者1号的订购服务也正式开启。先锋者1号5G smart connectorXFZ01支持5G多种频段，在实际网络配置下能够达到下行1....,10jqka
32394,2019-08-01,0.247522,记者获悉，7月31日，光大集团与中国联通在光大中心签署战略合作框架协议。双方将发挥各自在产业资源、金融资源、产品服务、业务管理等方面优势，在合规前提下，按照市场化规则，在同等条件下优先选择对方作为合作伙伴，在综合金融服务、通信业务...,10jqka
96947,2019-08-01,0.711995,【光大集团与中国联通签署战略合作框架协议】7月31日，光大集团与中国联通在光大中心签署战略合作框架协议。双方将发挥各自在产业资源、金融资源、产品服务、业务管理等方面优势，在合规前提下，按照市场化规则，在同等条件下优先选择对方作为合作伙伴，在综合金融服务、通信业务、营销渠道、商务差旅和会议会展服务等业务领域展开合作，构建稳固、可持续的战略合作伙伴关系，促进各自战略目标实现。,sina
64626,2019-08-03,0.979728,【聚焦5G新时代：联通5G体验方案出炉 中国5G网络商用进入倒计时！（图）】日前，中国联通已经悄悄的推出了5G网络商用体验方案。根据中国联通公布的体验方案，在8月、9月购买5G手机的用户，可以通过营业厅线下办理，也可以通过手机营业厅线上自助办理该服务。值得注意的是，用户持5G手机不换卡不换号即可登录5G，不过在没有办理体验流量包情况下，仅提供不高于100Mbps的5G下载速率；办理成功后，则提供最高1Gbps的5G下载速率。（中商产业研究院）,eastmoney
64906,2019-08-04,0.252501,【突发！电信下月取消不限量套餐 移动联通将跟进！网友：这是变相涨价啊】近日，中国电信内部流出的一份名为《关于调整电信畅享套餐的通知》的文件显示，从9月1日起，中国电信将在全国范围内停售达量限速版畅享套餐，省内B类达量限速套餐也必须同步停售。新京报记者从中国移动官方渠道获悉，中国移动很快也会调整成达量不限速、越用越便宜的套餐。中国联通方面则表示，业务套餐或有调整，但具体未定，后续会有官方声明。（中国基金报）,eastmoney
55641,2019-08-05,0.975368,云财经讯，科创板日报讯，中国联通8月5日消息，为早日实现5G终端泛在化，中国联通全面开启5G模组招募，加快行业终端的正式商用以及相关生态建设的工作。中国联通此次召开的5G模组招募及入网测试启动会吸引了众多芯片及模组厂家，芯片合作伙伴高通、联发科、紫光展锐、三星、海思，模组厂商仁宝、移远、广和通、闻泰科技、日海、华为、中兴、美格出席。,yuncaijing
33057,2019-08-05,0.80157,中国联通8月5日消息，为早日实现5G终端泛在化，中国联通全面开启5G模组招募，加快行业终端的正式商用以及相关生态建设的工作。中国联通此次召开的5G模组招募及入网测试启动会吸引了众多芯片及模组厂家，芯片合作伙伴高通、联发科、紫光展锐、三...,10jqka
98234,2019-08-05,0.0794139,【中国电信回应变相涨价说：取消达量降速套餐，是优化升级】近日，有消息称，中国电信会逐步取消达量降速套餐，中国移动和中国联通方面也表示会跟进。此后，部分市场分析认为，这是运营商变相涨价。对此，中国电信今天回应，取消达量降速套餐，不是涨价，而是对原畅享套餐进行的优化升级，其核心内容是提供更加优惠的套外资费（低至3元/GB），让用户有更好的使用感知，原套餐用户不受影响。（央广）,sina
98072,2019-08-05,0.98098,【中国联通推动“5G终端泛在化” 全面开启5G模组招募】中国联通8月5日消息，为早日实现5G终端泛在化，中国联通全面开启5G模组招募，加快行业终端的正式商用以及相关生态建设的工作。中国联通此次召开的5G模组招募及入网测试启动会吸引了众多芯片及模组厂家，芯片合作伙伴高通、联发科、紫光展锐、三星、海思，模组厂商仁宝、移远、广和通、闻泰科技、日海、华为、中兴、美格出席。,sina
98802,2019-08-06,0.66177,三大运营商在港转涨，中国移动涨1.19%，中国联通涨0.69%，中国电信涨0.3%。,sina
99229,2019-08-07,0.964368,【伊利成为北京冬奥会合作伙伴俱乐部轮值主席单位】继中国银行之后，伊利集团成为北京冬奥会合作伙伴俱乐部轮值主席单位。自北京冬奥会市场开发计划启动以来，北京冬奥组委已签约9家官方合作伙伴(第一层级)，分别是中国银行、中国国航、伊利、安踏、中国联通、首钢、中国石油、中国石化和国家电网；签约5家官方赞助商(第二层级)，分别是青岛啤酒、燕京啤酒、金龙鱼、顺鑫和文投控股。（新华社）,sina
56366,2019-08-07,0.955302,云财经讯，继中国银行之后，伊利集团成为北京冬奥会合作伙伴俱乐部轮值主席单位。自北京冬奥会市场开发计划启动以来，北京冬奥组委已签约9家官方合作伙伴(第一层级)，分别是中国银行、中国国航、伊利、安踏、中国联通、首钢、中国石油、中国石化和国家电网；签约5家官方赞助商(第二层级)，分别是青岛啤酒、燕京啤酒、金龙鱼、顺鑫和文投控股。（新华社）,yuncaijing
34193,2019-08-08,0.705316,港股行情：恒指涨1%，华为概念、苹果概念板块涨幅居前。小米集团涨3.93%，中国联通涨1.82%。,10jqka
99771,2019-08-08,0.989812,【北京国资公司与中国联通签署战略合作协议，共建冬奥智慧场馆】根据协议，双方将在场馆通信网络建设、智慧场馆建设等领域，面向国家速滑馆、国家游泳中心、国家体育场三大冬奥场馆开展深入合作，重点围绕智慧观赛体验、智慧赛事服务、智慧场馆运营等场景，共同打造5G智慧场馆，为观众、赛事组织和参与者、场馆业主提供优质的观赛体验、完备的服务保障和高效的运营支撑。（中证网）,sina
34029,2019-08-08,0.977394,北京国资公司与中国联通签署战略合作协议，根据协议，双方将在场馆通信网络建设、智慧场馆建设等领域，面向国家速滑馆、国家游泳中心、国家体育场三大冬奥场馆开展深入合作，重点围绕智慧观赛体验、智慧赛事服务、智慧场馆运营等场景，共同打造5...,10jqka
67077,2019-08-12,0.98286,【通信行业：5G即将进入建设高峰期 行业投资确定性持续增长】我们持续坚定看好5G网络基础设施投资机会，强烈建议跟踪5G优质成长个股：重点关注：中兴通讯(000063)、中国联通(600050)、世嘉科技(002796)、烽火通信(600498)、中际旭创(300308)。建议关注：5G网络建设：中石科技(300684)、沪电股份(002463)、深南电路(002916)、俊知集团(1300.HK)、太辰光(300570)、瑞斯康达(603803)、新易盛(300502)、光迅科技(002281)。,eastmoney
101398,2019-08-12,0.41817,【中金：中兴通讯在国内市场的份额有望保持 海外市场份额也有望进一步提升】中金报告指出，5G将带动运营商资本开支增长，中兴通讯在国内市场的份额有望保持，海外市场份额也有望进一步提升。中国移动、中国联通和中国电信此前的集采，中兴通讯均有中标。中兴通讯作为A股唯一的5G基站供应商，且在美国持续合规经营，料受到贸易摩擦影响的可能性较低。,sina
67422,2019-08-13,0.916041,【中国联通也要取消达量限速流量套餐：计划推出新版冰激凌套餐】联通也计划取消“达量限速版”套餐产品。8月13日，中国联通表示，计划推出畅爽冰激凌放心用版套餐产品，并提供更加优惠的套外资费（199元以上套外国内流量资费优惠为3元/GB；199元以下套外国内流量资费优惠为5元/GB）。此套餐新老用户均可办理。记者了解到，中国联通计划停售畅爽冰激凌达量限速版套餐产品，但使用该套餐的老用户不受影响。（澎湃新闻）,eastmoney
35096,2019-08-13,0.179525,中国联通混改进展吸引市场关注，云南联通踏出第一步之后，8月13日，网上传出消息疑似广西联通启动混改。 一份盛传的推介资料显示，国内某省份在7月份已经完成14个地市的调研工作，并将在8月份分批组织意愿度高的地市到云南联通现场调研，为下一...,10jqka
101828,2019-08-13,0.966992,【中国联通也要取消达量限速流量套餐：计划推出新版冰激凌套餐】8月13日，中国联通表示，计划推出畅爽冰激凌放心用版套餐产品，并提供更加优惠的套外资费（199元以上套外国内流量资费优惠为3元/GB；199元以下套外国内流量资费优惠为5元/GB）。此套餐新老用户均可办理。（澎湃）,sina
102264,2019-08-14,0.295236,"中国联通香港上半年营收1,449.5亿元人民币，较分析师预估低3.5％。",sina
67680,2019-08-14,0.72531,【中国联通：上半年净利30.16亿元 同比增17%】中国联通(600050)8月14日晚间披露半年报，公司2019年上半年实现营业收入1449.54亿元，同比下降2.8%；净利润30.16亿元，同比增长16.8%。,eastmoney
67709,2019-08-14,0.427086,【中国联通：上半年净利润69亿元 同比增16%】中国联通8月14日发布半年度业绩报告。公司上半年营收1449.5亿元，去年同期为1491亿元；EBITDA达人民币495亿元，同比增长8.4%；上半年净利润69亿元，同比增长16%。（第一财经）,eastmoney
35420,2019-08-14,0.58979,九阳股份：上半年净利同比增9.72% 拟10派5元；中国联通：上半年净利30.16亿元 同比增17%；海天味业：上半年净利27.5亿元 同比增22%。,10jqka
35539,2019-08-14,0.25998,港股中国联通上半年营收1449.5亿元人民币，较分析师预估低3.5％。,10jqka
58267,2019-08-14,0.635519,云财经讯，中国联通董事长兼首席执行官王晓初今天在出席香港业绩发布会时表示，上半年中国联通资本开支为220亿元人民币，预计全年包含5G的资本开支将不高于580亿元，并维持今年5G资本开支80亿元的指引。（飞象网）,yuncaijing
58372,2019-08-14,0.39979,"云财经讯，中国联通香港上半年营收1,449.5亿元人民币，较分析师预估低3.5％。",yuncaijing
102114,2019-08-14,0.388227,【中国联通王晓初：预计全年包含5G的资本开支将不高于580亿元】中国联通董事长兼首席执行官王晓初今天在出席香港业绩发布会时表示，上半年中国联通资本开支为220亿元人民币，预计全年包含5G的资本开支将不高于580亿元，并维持今年5G资本开支80亿元的指引。,sina
102239,2019-08-14,0.221671,中国联通A股：上半年实现净利润30.15亿元，同比增长16.8%。,sina
58358,2019-08-14,0.360065,云财经讯，中国联通A股：上半年实现净利润30.15亿元，同比增长16.8%,yuncaijing
35514,2019-08-14,0.221671,中国联通A股：上半年实现净利润30.15亿元，同比增长16.8%。,10jqka
102943,2019-08-15,0.916031,  【密集请外援 5G银行建设加速】随着5G技术的火爆，各大机构对5G银行的探索空前高涨。8月14日，南天信息在互动平台透露，公司参与了建设银行“5G+智能银行”的建设工作，为其中的“金融太空舱”提供接入系统的解决方案。除南天信息外，中国移动、中国电信、中国联通等运营商，京东AI、鸟瞰智能、科沃斯等公司均与商业银行开展合作探索5G网点。在分析人士看来，商业银行对于5G网点的试水与网点地位被弱化密不可分。（北京商报）,sina
58751,2019-08-15,0.623805,云财经讯，电信运营商概念股走强，号百控股直线拉升封板，中国联通港股涨近10%，中国移动港股涨近5%。,yuncaijing
102855,2019-08-15,0.795093,【中国联通与一汽解放战略合作 推进商用车智能网联化发展】中国联通消息，8月14日，中国联通与一汽解放在长春举行合作签约仪式，双方签署战略合作协议，共同推进商用车智能网联化发展。会上，中国联通吉林省分公司、联通智网科技与一汽解放还签署了“5G/V2X智能网联联合实验室”协议。,sina
102863,2019-08-15,0.755818,【中国联通董事长：联通5G套餐最低190元 未来将差异化定价】8月15日，在中国联通2019年度中期业绩发布会上，中国联通董事长兼首席执行官王晓初称，目前联通推出的5G功能包费用最低为190元，在长远的计划里将谋求根据用户的质量、速度的不同差异化定价。,sina
102889,2019-08-15,0.486183,恒指跌幅缩窄至0.35%，此前一度跌超1.6%；中国联通涨超5%，为恒指表现最佳成分股。,sina
36094,2019-08-15,0.952954,随着5G技术的火爆，各大机构对5G银行的探索空前高涨。8月14日，南天信息在互动平台透露，公司参与了建设银行“5G+智能银行”的建设工作，为其中的“金融太空舱”提供接入系统的解决方案。除南天信息外，中国移动、中国电信、中国联通等运营商，...,10jqka
36032,2019-08-15,0.365366,港股行情：恒指反弹翻红，中国联通逆市大涨5%；中国电信涨2.65%；中国移动涨1.28%；腾讯控股业绩不及预期跌近3%。,10jqka
58752,2019-08-15,0.821919, 云财经讯，中国联通港股午后扩大涨幅至逾10%,yuncaijing
58756,2019-08-15,0.896626,云财经讯，科创板日报讯，8月14日，中国联通与一汽解放在长春举行合作签约仪式，双方签署战略合作协议，共同推进商用车智能网联化发展。会上，中国联通吉林省分公司、联通智网科技与一汽解放还签署了“5G/V2X智能网联联合实验室”协议。,yuncaijing
58763,2019-08-15,0.878984,云财经讯，科创板日报讯，8月15日，在中国联通2019年度中期业绩发布会上，中国联通董事长兼首席执行官王晓初称，目前联通推出的5G功能包费用最低为190元，在长远的计划里将谋求根据用户的质量、速度的不同差异化定价。（新浪）,yuncaijing
68134,2019-08-15,0.761729,【中国联通董事长：联通5G套餐最低190元 未来将差异化定价】8月15日，在中国联通2019年度中期业绩发布会上，中国联通董事长兼首席执行官王晓初称，目前联通推出的5G功能包费用最低为190元，在长远的计划里将谋求根据用户的质量、速度的不同差异化定价。（每日经济新闻）,eastmoney
68120,2019-08-15,0.65899,【电信运营商概念股走强】电信运营商概念股走强，号百控股直线拉升封板，中国联通港股涨近10%，中国移动港股涨近5%。,eastmoney
102849,2019-08-15,0.711983,  中国联通涨超10%。,sina
35921,2019-08-15,0.0759728,"【港股收评】恒指低开高走震幅近3%收涨0.76%；中国联通涨超10%；香港本地股集体反弹，港铁公司涨近5%；羊奶粉概念股澳优遭沽空，大跌逾20%；腾讯控股跌超2%，二季度营收不及预期。
",10jqka
35922,2019-08-15,0.329737,三大股指低开高走全线收红，创业板指涨超1%；午后医药股全线爆发，强势股迎来集体反抽，易尚展示直线封板，成两市最高标；受中国联通大涨影响，带动通信板块个股相继走强；盘中国产软件、人造肉、证券板块轮番拉升；整体上，两市情绪今日明显回...,10jqka
35954,2019-08-15,0.741362,在中国联通2019年度中期业绩发布会上，中国联通董事长王晓初称，5G推广分两个阶段来进行。第一阶段是过渡期，现在至11月22日，主要以增加功能包的方式进行，最低套餐每月190元；长远计划谋求根据用户的质量、速度的不同，差异化定价。,10jqka
35968,2019-08-15,0.749468,在中国联通2019年度中期业绩发布会上，中国联通董事长王晓初称，5G推广分两个阶段来进行。第一阶段是过渡期，现在至11月22日，主要以增加功能包的方式进行，最低套餐每月190元；长远计划谋求根据用户的质量、速度的不同，差异化定价。（中新网）,10jqka
35989,2019-08-15,0.863819,中国联通午后大涨5%，成交额超10亿；港股中国联通涨幅超10%。,10jqka
35996,2019-08-15,0.688024,中国联通在港交所涨超10%。,10jqka
35997,2019-08-15,0.838136,港股行情：中国联通港股午后扩大涨幅至逾10%。,10jqka
68068,2019-08-15,0.235285,【香港恒指收涨0.76% 中国联通涨近11%】8月15日，港股低开高走，香港恒指收涨0.76%，较盘初低点反弹逾600点。三大运营商集体大涨，中国联通涨近11%。（证券时报）,eastmoney
36003,2019-08-15,0.770667,中国联通消息，8月14日，中国联通与一汽解放在长春举行合作签约仪式，双方签署战略合作协议，共同推进商用车智能网联化发展。会上，中国联通吉林省分公司、联通智网科技与一汽解放还签署了“5G/V2X智能网联联合实验室”协议。,10jqka
68263,2019-08-15,0.892879,【中国联通：今年建4万5G基站 和移动、电信、广电都有谈合作】5G投资巨大，三大电信运营商更注重合作，谋求网络共建共享。王晓初称：“政府鼓励运营商在资源上共建共享，因为5G投资非常大。中国联通这次一定会参加某一家或者是多家合作的局面 。”（第一财经）,eastmoney
68262,2019-08-15,0.892879,【中国联通：今年建4万5G基站 和移动、电信、广电都有谈合作】5G投资巨大，三大电信运营商更注重合作，谋求网络共建共享。王晓初称：“政府鼓励运营商在资源上共建共享，因为5G投资非常大。中国联通这次一定会参加某一家或者是多家合作的局面 。”（第一财经）,eastmoney
68229,2019-08-15,0.904686,【密集请外援 5G银行建设加速】随着5G技术的火爆，各大机构对5G银行的探索空前高涨。8月14日，南天信息在互动平台透露，公司参与了建设银行“5G+智能银行”的建设工作，为其中的“金融太空舱”提供接入系统的解决方案。除南天信息外，中国移动、中国电信、中国联通等运营商，京东AI、鸟瞰智能、科沃斯等公司均与商业银行开展合作探索5G网点。在分析人士看来，商业银行对于5G网点的试水与网点地位被弱化密不可分。(北京商报),eastmoney
